ja-JP-Wavenet-A_Iphone6Plus-HCP-400-2014-076-03	15時40分頃に、製油一課課長が安全環境室に連絡した。当該配管は設置から約39年使用しており、年間約360回、液体窒素を受け入れている。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-2014-076-03	15時40分頃に、製油一課課長が安全環境室に連絡した。当該配管は設置から約39年使用しており、年間約360回、液体窒素を受け入れている。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-2014-076-03	15時40分頃に、製油一課課長が安全環境室に連絡した。当該配管は設置から約39年使用しており、年間約360回、液体窒素を受け入れている。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-2014-076-03	15時40分頃に、製油一課課長が安全環境室に連絡した。当該配管は設置から約39年使用しており、年間約360回、液体窒素を受け入れている。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-2014-076-04	原因は、低温の窒素通液、約-190°C、と停止、常温約20°C、の温度サイクル、約1万4千回、に伴う繰り返し応力により、熱疲労割れが進展したものと推定される。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-2014-076-04	原因は、低温の窒素通液、約-190°C、と停止、常温約20°C、の温度サイクル、約1万4千回、に伴う繰り返し応力により、熱疲労割れが進展したものと推定される。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-2014-076-04	原因は、低温の窒素通液、約-190°C、と停止、常温約20°C、の温度サイクル、約1万4千回、に伴う繰り返し応力により、熱疲労割れが進展したものと推定される。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-2014-076-04	原因は、低温の窒素通液、約-190°C、と停止、常温約20°C、の温度サイクル、約1万4千回、に伴う繰り返し応力により、熱疲労割れが進展したものと推定される。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-2014-076-05	今後は、液化窒素貯槽類似部位の非破壊検査、PT、を実施する。また、類似の銅配管については、熱疲労サイクルの管理による寿命管理と検査を併せて行っていくこととする。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-2014-076-05	今後は、液化窒素貯槽類似部位の非破壊検査、PT、を実施する。また、類似の銅配管については、熱疲労サイクルの管理による寿命管理と検査を併せて行っていくこととする。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-2014-076-05	今後は、液化窒素貯槽類似部位の非破壊検査、PT、を実施する。また、類似の銅配管については、熱疲労サイクルの管理による寿命管理と検査を併せて行っていくこととする。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-2014-076-05	今後は、液化窒素貯槽類似部位の非破壊検査、PT、を実施する。また、類似の銅配管については、熱疲労サイクルの管理による寿命管理と検査を併せて行っていくこととする。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-2011-350-00	エチレン製造装置を定常運転中、プロピレン水添反応系リサイクルポンプ周辺のガス漏えい検知器が発報した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-2011-350-00	エチレン製造装置を定常運転中、プロピレン水添反応系リサイクルポンプ周辺のガス漏えい検知器が発報した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-2011-350-00	エチレン製造装置を定常運転中、プロピレン水添反応系リサイクルポンプ周辺のガス漏えい検知器が発報した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-2011-350-00	エチレン製造装置を定常運転中、プロピレン水添反応系リサイクルポンプ周辺のガス漏えい検知器が発報した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-2011-350-01	ただちに、直長及び直長補佐が現場を確認したところ、ポンプのメカニカルシール部よりプロピレンが漏えいしていることを発見したため、装置を緊急停止させた。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-2011-350-01	ただちに、直長及び直長補佐が現場を確認したところ、ポンプのメカニカルシール部よりプロピレンが漏えいしていることを発見したため、装置を緊急停止させた。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-2011-350-01	ただちに、直長及び直長補佐が現場を確認したところ、ポンプのメカニカルシール部よりプロピレンが漏えいしていることを発見したため、装置を緊急停止させた。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-2011-350-01	ただちに、直長及び直長補佐が現場を確認したところ、ポンプのメカニカルシール部よりプロピレンが漏えいしていることを発見したため、装置を緊急停止させた。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-2011-350-02	原因は、メカニカルシール部のネックブッシングにプロセスからのスケールが付着し、メカニカルシール内のプロピレン量が減少し、内圧が上昇、これに伴いシール部の冷却効果が減少し、シール部固定環摺動面に複数の小規模な剥離穴が発生、そこにスケールが噛み込み、摺動面が開口状態となったためと推定される。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-2011-350-02	原因は、メカニカルシール部のネックブッシングにプロセスからのスケールが付着し、メカニカルシール内のプロピレン量が減少し、内圧が上昇、これに伴いシール部の冷却効果が減少し、シール部固定環摺動面に複数の小規模な剥離穴が発生、そこにスケールが噛み込み、摺動面が開口状態となったためと推定される。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-2011-350-02	原因は、メカニカルシール部のネックブッシングにプロセスからのスケールが付着し、メカニカルシール内のプロピレン量が減少し、内圧が上昇、これに伴いシール部の冷却効果が減少し、シール部固定環摺動面に複数の小規模な剥離穴が発生、そこにスケールが噛み込み、摺動面が開口状態となったためと推定される。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-2011-350-02	原因は、メカニカルシール部のネックブッシングにプロセスからのスケールが付着し、メカニカルシール内のプロピレン量が減少し、内圧が上昇、これに伴いシール部の冷却効果が減少し、シール部固定環摺動面に複数の小規模な剥離穴が発生、そこにスケールが噛み込み、摺動面が開口状態となったためと推定される。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-2011-350-03	今後は、メカニカルシールの点検を1年毎に実施する。また、直近に漏えい検知器を設置する。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-2011-350-03	今後は、メカニカルシールの点検を1年毎に実施する。また、直近に漏えい検知器を設置する。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-2011-350-03	今後は、メカニカルシールの点検を1年毎に実施する。また、直近に漏えい検知器を設置する。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-2011-350-03	今後は、メカニカルシールの点検を1年毎に実施する。また、直近に漏えい検知器を設置する。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-487-00	2月14日 、油ポンプの不具合のために冷凍設備の運転を停止した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-487-00	2月14日 、油ポンプの不具合のために冷凍設備の運転を停止した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-487-00	2月14日 、油ポンプの不具合のために冷凍設備の運転を停止した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-487-00	2月14日 、油ポンプの不具合のために冷凍設備の運転を停止した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-487-01	2月16日 、油ポンプの補修が完了した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-487-01	2月16日 、油ポンプの補修が完了した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-487-01	2月16日 、油ポンプの補修が完了した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-487-01	2月16日 、油ポンプの補修が完了した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-487-02	2月26日 、冷凍設備を再起動するも、吸い込み圧低下のため、起動不可となった。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-487-02	2月26日 、冷凍設備を再起動するも、吸い込み圧低下のため、起動不可となった。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-487-02	2月26日 、冷凍設備を再起動するも、吸い込み圧低下のため、起動不可となった。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-487-02	2月26日 、冷凍設備を再起動するも、吸い込み圧低下のため、起動不可となった。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-487-03	3月2日 、窒素気密テストの結果、圧縮機入口側計器用の銅配管にピンホールが発見された。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-487-03	3月2日 、窒素気密テストの結果、圧縮機入口側計器用の銅配管にピンホールが発見された。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-487-03	3月2日 、窒素気密テストの結果、圧縮機入口側計器用の銅配管にピンホールが発見された。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-487-03	3月2日 、窒素気密テストの結果、圧縮機入口側計器用の銅配管にピンホールが発見された。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-487-04	冷媒ガス全量、 150kg 、が漏えいしたものと思われる。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-487-04	冷媒ガス全量、 150kg 、が漏えいしたものと思われる。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-487-04	冷媒ガス全量、 150kg 、が漏えいしたものと思われる。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-487-04	冷媒ガス全量、 150kg 、が漏えいしたものと思われる。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-487-05	原因は、圧縮機の配管を固定していたボルトが緩んで外れた結果、当該配管が振動により付近にあった圧縮機入口側計器用の銅配管と接触を繰り返したため、銅配管が摩耗してピンホールが発生し、冷媒ガスが漏えいしたものと推定される。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-487-05	原因は、圧縮機の配管を固定していたボルトが緩んで外れた結果、当該配管が振動により付近にあった圧縮機入口側計器用の銅配管と接触を繰り返したため、銅配管が摩耗してピンホールが発生し、冷媒ガスが漏えいしたものと推定される。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-487-05	原因は、圧縮機の配管を固定していたボルトが緩んで外れた結果、当該配管が振動により付近にあった圧縮機入口側計器用の銅配管と接触を繰り返したため、銅配管が摩耗してピンホールが発生し、冷媒ガスが漏えいしたものと推定される。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-487-05	原因は、圧縮機の配管を固定していたボルトが緩んで外れた結果、当該配管が振動により付近にあった圧縮機入口側計器用の銅配管と接触を繰り返したため、銅配管が摩耗してピンホールが発生し、冷媒ガスが漏えいしたものと推定される。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-487-06	県へ通報した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-487-06	県へ通報した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-487-06	県へ通報した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-487-06	県へ通報した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-111-00	ガス 検知器が作動したため、運転員が現場巡回した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-111-00	ガス 検知器が作動したため、運転員が現場巡回した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-111-00	ガス 検知器が作動したため、運転員が現場巡回した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-111-00	ガス 検知器が作動したため、運転員が現場巡回した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-111-01	VA 酢酸 ビニル の臭いがしたので更に詳細な点検を行ったところ、 No2 オイル カラム リボイラー より エチレン が漏えいしているのを発見した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-111-01	VA 酢酸 ビニル の臭いがしたので更に詳細な点検を行ったところ、 No2 オイル カラム リボイラー より エチレン が漏えいしているのを発見した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-111-01	VA 酢酸 ビニル の臭いがしたので更に詳細な点検を行ったところ、 No2 オイル カラム リボイラー より エチレン が漏えいしているのを発見した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-111-01	VA 酢酸 ビニル の臭いがしたので更に詳細な点検を行ったところ、 No2 オイル カラム リボイラー より エチレン が漏えいしているのを発見した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-111-02	その後 VA も漏えいしたので、 リボイラー を孤立して内部の圧力を ブロー 弁で放出し、漏えいが停止した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-111-02	その後 VA も漏えいしたので、 リボイラー を孤立して内部の圧力を ブロー 弁で放出し、漏えいが停止した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-111-02	その後 VA も漏えいしたので、 リボイラー を孤立して内部の圧力を ブロー 弁で放出し、漏えいが停止した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-111-02	その後 VA も漏えいしたので、 リボイラー を孤立して内部の圧力を ブロー 弁で放出し、漏えいが停止した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-111-03	公設消防へ連絡し、漏えい停止の確認を受けた。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-111-03	公設消防へ連絡し、漏えい停止の確認を受けた。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-111-03	公設消防へ連絡し、漏えい停止の確認を受けた。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-111-03	公設消防へ連絡し、漏えい停止の確認を受けた。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-111-04	リボイラー の液面 レベル が過度に低下したため、熱 バランス が崩れ、低温の エチレン により リボイラー 上部の温度が急激に低下した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-111-04	リボイラー の液面 レベル が過度に低下したため、熱 バランス が崩れ、低温の エチレン により リボイラー 上部の温度が急激に低下した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-111-04	リボイラー の液面 レベル が過度に低下したため、熱 バランス が崩れ、低温の エチレン により リボイラー 上部の温度が急激に低下した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-111-04	リボイラー の液面 レベル が過度に低下したため、熱 バランス が崩れ、低温の エチレン により リボイラー 上部の温度が急激に低下した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-111-05	原因は、温度下降により本体上部 フランジ 部が収縮し、それに伴い固定 ボルト の締め付け力が低下し、 ガスケット への荷重不足によって フランジ 部の シール 能力が損なわれ、漏えいに至ったと推定される。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-111-05	原因は、温度下降により本体上部 フランジ 部が収縮し、それに伴い固定 ボルト の締め付け力が低下し、 ガスケット への荷重不足によって フランジ 部の シール 能力が損なわれ、漏えいに至ったと推定される。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-111-05	原因は、温度下降により本体上部 フランジ 部が収縮し、それに伴い固定 ボルト の締め付け力が低下し、 ガスケット への荷重不足によって フランジ 部の シール 能力が損なわれ、漏えいに至ったと推定される。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-111-05	原因は、温度下降により本体上部 フランジ 部が収縮し、それに伴い固定 ボルト の締め付け力が低下し、 ガスケット への荷重不足によって フランジ 部の シール 能力が損なわれ、漏えいに至ったと推定される。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-111-06	事故調査の結果、 1部 の ボルト の締め付け トルク が規定値より低いことが確認された。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-111-06	事故調査の結果、 1部 の ボルト の締め付け トルク が規定値より低いことが確認された。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-111-06	事故調査の結果、 1部 の ボルト の締め付け トルク が規定値より低いことが確認された。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-111-06	事故調査の結果、 1部 の ボルト の締め付け トルク が規定値より低いことが確認された。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-111-07	施工時の トルク 値管理が適切に行われていなかったため、今回の温度低下では漏えいに至ったものと考えられる。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-111-07	施工時の トルク 値管理が適切に行われていなかったため、今回の温度低下では漏えいに至ったものと考えられる。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-111-07	施工時の トルク 値管理が適切に行われていなかったため、今回の温度低下では漏えいに至ったものと考えられる。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-111-07	施工時の トルク 値管理が適切に行われていなかったため、今回の温度低下では漏えいに至ったものと考えられる。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-192-00	残油脱硫装置を巡回中に漏洩筒所付近で携帯式ガス検知器のアラームが発報し、異変に気付いた。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-192-00	残油脱硫装置を巡回中に漏洩筒所付近で携帯式ガス検知器のアラームが発報し、異変に気付いた。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-192-00	残油脱硫装置を巡回中に漏洩筒所付近で携帯式ガス検知器のアラームが発報し、異変に気付いた。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-192-00	残油脱硫装置を巡回中に漏洩筒所付近で携帯式ガス検知器のアラームが発報し、異変に気付いた。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-192-01	点検した結果、オフガス配管からのガス漏えいを覚知した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-192-01	点検した結果、オフガス配管からのガス漏えいを覚知した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-192-01	点検した結果、オフガス配管からのガス漏えいを覚知した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-192-01	点検した結果、オフガス配管からのガス漏えいを覚知した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-164-00	9月1日 20時頃 、操業員が メラミン 合成施設の逆止弁付近で アンモニア 臭が感じられたため、周辺の調査を開始した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-164-00	9月1日 20時頃 、操業員が メラミン 合成施設の逆止弁付近で アンモニア 臭が感じられたため、周辺の調査を開始した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-164-00	9月1日 20時頃 、操業員が メラミン 合成施設の逆止弁付近で アンモニア 臭が感じられたため、周辺の調査を開始した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-164-00	9月1日 20時頃 、操業員が メラミン 合成施設の逆止弁付近で アンモニア 臭が感じられたため、周辺の調査を開始した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-164-01	20時10分頃 、保温材を取り外し、逆止弁の分割面から漏えいしていることを特定。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-164-01	20時10分頃 、保温材を取り外し、逆止弁の分割面から漏えいしていることを特定。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-164-01	20時10分頃 、保温材を取り外し、逆止弁の分割面から漏えいしていることを特定。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-164-01	20時10分頃 、保温材を取り外し、逆止弁の分割面から漏えいしていることを特定。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-164-02	20時30分頃 、ボルトを増し締めし、漏えいを停止。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-164-02	20時30分頃 、ボルトを増し締めし、漏えいを停止。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-164-02	20時30分頃 、ボルトを増し締めし、漏えいを停止。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-164-02	20時30分頃 、ボルトを増し締めし、漏えいを停止。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-386-00	事故発生日当日の 8時0分 頃、運転員が現場巡回中に異音に気づき調査を実施したが、発生源の特定には至らなかったため、異音が発生している周辺の配管の縁切り作業を実施したところ、異音が消失した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-386-00	事故発生日当日の 8時0分 頃、運転員が現場巡回中に異音に気づき調査を実施したが、発生源の特定には至らなかったため、異音が発生している周辺の配管の縁切り作業を実施したところ、異音が消失した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-386-00	事故発生日当日の 8時0分 頃、運転員が現場巡回中に異音に気づき調査を実施したが、発生源の特定には至らなかったため、異音が発生している周辺の配管の縁切り作業を実施したところ、異音が消失した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-386-00	事故発生日当日の 8時0分 頃、運転員が現場巡回中に異音に気づき調査を実施したが、発生源の特定には至らなかったため、異音が発生している周辺の配管の縁切り作業を実施したところ、異音が消失した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-386-01	その後、周辺配管の詳細点検を実施したところ、 9時35分 ごろに異音の発生源が判明し、配管からの高圧ガスの漏えいを確認したもの。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-386-01	その後、周辺配管の詳細点検を実施したところ、 9時35分 ごろに異音の発生源が判明し、配管からの高圧ガスの漏えいを確認したもの。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-386-01	その後、周辺配管の詳細点検を実施したところ、 9時35分 ごろに異音の発生源が判明し、配管からの高圧ガスの漏えいを確認したもの。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-386-01	その後、周辺配管の詳細点検を実施したところ、 9時35分 ごろに異音の発生源が判明し、配管からの高圧ガスの漏えいを確認したもの。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-2019-701-00	令和元年10月29日11時00分頃、製造施設の冷凍機廻りの外部腐食状況を確認していたところ、油戻し蒸発器のノズル付近からフロンガス22の漏えいを確認した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-2019-701-00	令和元年10月29日11時00分頃、製造施設の冷凍機廻りの外部腐食状況を確認していたところ、油戻し蒸発器のノズル付近からフロンガス22の漏えいを確認した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-2019-701-00	令和元年10月29日11時00分頃、製造施設の冷凍機廻りの外部腐食状況を確認していたところ、油戻し蒸発器のノズル付近からフロンガス22の漏えいを確認した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-2019-701-00	令和元年10月29日11時00分頃、製造施設の冷凍機廻りの外部腐食状況を確認していたところ、油戻し蒸発器のノズル付近からフロンガス22の漏えいを確認した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-432-00	定期補修工事において配管耐圧試験の準備作業のため、社員が指示した 第1 アルキル 化反応器 DC-101 入口付帯配管バルブを協力会社従業員 3名 で取り外そうとフランジを開放した時、バルブ上流側フランジ部より高圧ミストが噴出し作業員 2名 が被災した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-432-00	定期補修工事において配管耐圧試験の準備作業のため、社員が指示した 第1 アルキル 化反応器 DC-101 入口付帯配管バルブを協力会社従業員 3名 で取り外そうとフランジを開放した時、バルブ上流側フランジ部より高圧ミストが噴出し作業員 2名 が被災した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-432-00	定期補修工事において配管耐圧試験の準備作業のため、社員が指示した 第1 アルキル 化反応器 DC-101 入口付帯配管バルブを協力会社従業員 3名 で取り外そうとフランジを開放した時、バルブ上流側フランジ部より高圧ミストが噴出し作業員 2名 が被災した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-432-00	定期補修工事において配管耐圧試験の準備作業のため、社員が指示した 第1 アルキル 化反応器 DC-101 入口付帯配管バルブを協力会社従業員 3名 で取り外そうとフランジを開放した時、バルブ上流側フランジ部より高圧ミストが噴出し作業員 2名 が被災した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-600-D-432-01	事前の打ち合わせで確認した作業箇所を誤認し、更に打ち合わせで定めた昇圧口を現場で変更したことで、耐圧試験後の脱圧していない他配管系フランジ部を開放したため、配管中にあった耐圧試験用窒素ガス、水分およびゴミ、錆びが噴出し被災した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-600-D-432-01	事前の打ち合わせで確認した作業箇所を誤認し、更に打ち合わせで定めた昇圧口を現場で変更したことで、耐圧試験後の脱圧していない他配管系フランジ部を開放したため、配管中にあった耐圧試験用窒素ガス、水分およびゴミ、錆びが噴出し被災した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-600-D-432-01	事前の打ち合わせで確認した作業箇所を誤認し、更に打ち合わせで定めた昇圧口を現場で変更したことで、耐圧試験後の脱圧していない他配管系フランジ部を開放したため、配管中にあった耐圧試験用窒素ガス、水分およびゴミ、錆びが噴出し被災した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-600-D-432-01	事前の打ち合わせで確認した作業箇所を誤認し、更に打ち合わせで定めた昇圧口を現場で変更したことで、耐圧試験後の脱圧していない他配管系フランジ部を開放したため、配管中にあった耐圧試験用窒素ガス、水分およびゴミ、錆びが噴出し被災した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-1986-013-00	化学工場で石油樹脂に高温、高圧下で水素を添加して合成接着剤を製造していたところ、反応塔下部の水素供給配管に取り付いている逆止弁のフランジ部から水素ガスが漏えいし、静電気により着火した。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-1986-013-00	化学工場で石油樹脂に高温、高圧下で水素を添加して合成接着剤を製造していたところ、反応塔下部の水素供給配管に取り付いている逆止弁のフランジ部から水素ガスが漏えいし、静電気により着火した。
ja-JP-Wavenet-C_Iphone6Plus-HCP-400-1986-013-00	化学工場で石油樹脂に高温、高圧下で水素を添加して合成接着剤を製造していたところ、反応塔下部の水素供給配管に取り付いている逆止弁のフランジ部から水素ガスが漏えいし、静電気により着火した。
ja-JP-Wavenet-D_Iphone6Plus-HCP-400-1986-013-00	化学工場で石油樹脂に高温、高圧下で水素を添加して合成接着剤を製造していたところ、反応塔下部の水素供給配管に取り付いている逆止弁のフランジ部から水素ガスが漏えいし、静電気により着火した。
ja-JP-Wavenet-A_Iphone6Plus-HCP-400-1986-013-01	ガスケットにアルミを使用しており、高温によりアルミが変形し締付力が低下していたもの。
ja-JP-Wavenet-B_Iphone6Plus-HCP-400-1986-013-01	ガスケットにアルミを使用しており、高温によりアルミが変形し締付力が低下していたもの。
